annonce_id,date_publication,titre,ville,quartier,type_bien,transaction,prix,surface,nb_chambres,nb_salles_bain,etage,annee_construction
ANO000863,2024-09-25,Appartement moderne Oujda,Oujda,Centre,Appartement,Vente,391690.34,79.93,2.0,2.0,0.0,
ANO000454,2024-07-30,Appartement à vente - Oujda,Oujda,Hay Qods,Appartement,Vente,572003.19,84.62,1.0,,3.0,2014.0
ANO001246,2023-07-18,Appartement moderne Rabat,Rabat,,Appartement,Vente,535353.14,73.55,,1.0,3.0,1997.0
ANO000231,2024-12-19,Beau Appartement Kenitra,Kenitra,Centre,Appartement,Vente,506684.06,113.98,3.0,1.0,4.0,2001.0
ANO000478,2023-01-27,Terrain 403m² Marrakech,Marrakech,,Terrain,Vente,1044721.16,403.26,0.0,,0.0,2005.0
ANO001024,2023-10-25,Beau Appartement Meknès,Meknès,Hamria,Appartement,Location,2532.51,53.27,18.0,9.0,6.0,2023.0
ANO001222,2023-10-13,Beau Terrain Rabat,Rabat,Ocean,Terrain,Vente,893713.46,443.13,0.0,0.0,0.0,1981.0
ANO000967,2023-02-23,Appartement 92m² Centre,Kenitra,Centre,Appartement,Vente,515506.3,92.18,2.0,1.0,1.0,2009.0
ANO000095,2024-05-22,Bureau moderne Marrakech,Marrakech,Medina,Bureau,Vente,1834406.73,70.49,0.0,0.0,4.0,2024.0
ANO001384,2024-12-30,Beau Appartement Casablanca,Casablanca,Californie,Appartement,Vente,579223.62,83.49,2.0,2.0,0.0,2016.0
ANO000700,2023-10-01,Appartement à vente - Kenitra,Kenitra,Centre,Appartement,Vente,421377.13,46.16,3.0,1.0,7.0,2016.0
ANO000455,2024-11-02,Beau Villa Agadir,Agadir,,Villa,Location,24717.48,172.15,4.0,3.0,,2019.0
ANO000168,2024-08-08,Beau Villa Tanger,Tanger,Centre Ville,Villa,Vente,3154708.32,138.11,4.0,2.0,0.0,2014.0
ANO000766,2023-01-31,Villa à location - Tétouan,tétouan,Centre,Villa,Location,320000.0,283.47,5.0,3.0,0.0,2021.0
ANO000593,2024-12-04,Terrain moderne Kenitra,Kenitra,Centre,Terrain,Location,2465.88,295.56,0.0,0.0,0.0,2006.0
ANO001466,2024-03-26,Appartement à vente - Marrakech,Marrakech,Targa,Appartement,Vente,387097.9,62.48,,1.0,4.0,2002.0
ANO001425,2023-04-12,Appartement moderne Tanger,TANGER,Iberia,Appartement,Vente,386971.12,58.01,2.0,1.0,9.0,1993.0
ANO000136,2023-09-26,Beau Villa Tanger,TANGER,,Villa,Vente,2511424.97,164.59,3.0,1.0,0.0,2008.0
ANO000998,2024-06-25,Terrain moderne Tanger,Tanger,Centre Ville,Terrain,Location,3922.54,308.64,0.0,0.0,0.0,2008.0
ANO000321,2023-05-02,Appartement moderne Meknès,Meknès,Ville Nouvelle,Appartement,Vente,627126.73,118.23,3.0,2.0,0.0,2011.0
ANO000654,2024-07-18,Beau Villa Casablanca,Casa,Maarif,Villa,Vente,2311619.46,245.61,3.0,2.0,,2004.0
ANO001279,2024-03-20,Villa à vente - Meknès,Meknès,,Villa,Vente,1714937.87,218.2,5.0,,0.0,2019.0
ANO000951,2024-02-22,Beau Appartement Rabat,Rabat,,Appartement,Vente,484207.74,105.83,2.0,1.0,1.0,1983.0
ANO000696,2024-06-14,Beau Appartement Meknès,Meknès,,Appartement,Vente,1511715.03,72.3,3.0,2.0,4.0,2008.0
ANO000005,2024-10-20,Villa moderne Oujda,OUJDA,Centre,Villa,Vente,6362943.41,96.94,4.0,2.0,0.0,
ANO001396,2024-03-31,Appartement moderne Tétouan,Tétouan,M'diq,Appartement,Vente,60000000.0,143.73,3.0,2.0,0.0,2004.0
ANO001068,2023-09-01,Appartement moderne Fès,Fès,Ville Nouvelle,Appartement,Vente,601053.38,90.56,4.0,2.0,3.0,2019.0
ANO001337,2023-11-21,Appartement moderne Agadir,Agadir,Talborjt,Appartement,Vente,1804690.46,100.83,4.0,2.0,2.0,2010.0
ANO001460,2024-05-22,Villa 273m² Medina,marrakech,Medina,Villa,Vente,3221034.83,273.62,6.0,3.0,0.0,2003.0
ANO001336,2023-06-20,Beau Appartement Fès,Fès,,Appartement,Vente,621108.07,17.39,4.0,3.0,2.0,1990.0
ANO000683,,Appartement 84m² Malabata,Tanger,Malabata,Appartement,Location,2200.1,84.77,2.0,1.0,,2007.0
ANO000902,2024-04-02,Beau Appartement Marrakech,MARRAKECH,Gueliz,Appartement,Location,2691.38,91.23,4.0,3.0,0.0,2018.0
ANO001193,2023-12-10,Appartement moderne Tanger,TANGER,,Appartement,Vente,450165.41,69.04,3.0,,,2003.0
ANO000949,2023-12-11,Bureau 76m² Centre Ville,Tanger,Centre Ville,,Vente,1286710.23,76.11,0.0,0.0,3.0,2005.0
ANO000008,2024-05-12,Terrain moderne Rabat,Rabat,Ocean,Terrain,Vente,732267.11,308.1,0.0,0.0,0.0,1978.0
ANO000301,2023-10-10,Appartement moderne Rabat,Rabat,Souissi,,Vente,2147469.32,75.17,,2.0,1.0,2000.0
ANO000732,2024-05-21,Appartement moderne Kenitra,Kenitra,Hay Essalam,,Vente,1454730.4,89.74,2.0,2.0,,2004.0
ANO000273,2024-05-13,Appartement moderne Meknès,Meknès,Hamria,Appartement,Vente,582046.03,107.24,3.0,1.0,2.0,2010.0
ANO000283,2023-09-29,Duplex à vente - Marrakech,Marrakech,Targa,Duplex,Vente,1973501.19,272.77,,2.0,3.0,2004.0
ANO001207,2024-12-19,Appartement moderne Rabat,Rabat,Agdal,Appartement,Location,2773.49,107.37,1.0,1.0,5.0,1979.0
ANO000895,2023-02-11,Beau Bureau Meknès,Meknès,Ville Nouvelle,Bureau,Vente,1068220.89,149.27,,0.0,4.0,2012.0
ANO001098,2023-05-04,Beau Villa Casablanca,Casablanca,Maarif,Villa,Location,3824.38,352.16,3.0,2.0,0.0,2005.0
ANO001045,2023-08-23,Villa à location - Casablanca,Casa,Bourgogne,Villa,Location,13612.79,369.6,,1.0,0.0,2000.0
ANO000519,2024-07-03,Appartement 94m² Tétouan,TÉTOUAN,,Appartement,Vente,522822.53,94.18,,1.0,10.0,2017.0
ANO000936,2023-08-21,Beau Appartement Kenitra,Kenitra,Hay Essalam,Appartement,Vente,336850.44,82.99,1.0,1.0,5.0,2003.0
ANO001329,2024-10-15,Appartement moderne Agadir,Agadir,Centre,Appartement,Vente,579145.84,32.95,3.0,2.0,3.0,2014.0
ANO000674,2024-04-01,Beau Villa Tétouan,Tétouan,,Villa,Vente,1580370.8,254.79,5.0,2.0,,2012.0
ANO001109,2023-11-25,Villa 288m² Hay Riad,Rabat,Hay Riad,Villa,Vente,2751938.67,288.01,4.0,2.0,0.0,1999.0
ANO000765,2023-03-27,Terrain moderne Tétouan,Tétouan,M'diq,Terrain,Vente,825595.44,203.01,,0.0,0.0,
ANO000125,2023-01-10,Villa 326m² Oujda,oujda,,Villa,Vente,8176715.41,326.74,4.0,2.0,0.0,2024.0
ANO000348,2024-03-02,Terrain 429m² Agadir,Agadir,,Terrain,Vente,662334.72,429.44,0.0,0.0,0.0,
ANO000655,2023-09-25,Appartement 101m² Hay Essalam,Kenitra,Hay Essalam,Appartement,Location,8833.8,101.13,2.0,1.0,0.0,2014.0
ANO000190,2024-12-25,Beau Villa Fès,Fès,Medina,Villa,Location,6783.83,100.34,4.0,3.0,0.0,1994.0
ANO000320,2024-01-27,Appartement moderne Tétouan,Tétouan,Centre,Appartement,Vente,2182701.29,99.24,2.0,,3.0,2013.0
ANO001065,2024-10-14,Terrain à vente - Agadir,Agadir,Hay Mohammadi,Terrain,Vente,1484495.55,225.88,,0.0,0.0,
ANO001471,2023-03-23,Beau Terrain Casablanca,Casablanca,Californie,Terrain,Vente,599496.44,292.67,0.0,0.0,0.0,1984.0
ANO000944,2023-04-20,Appartement à vente - Tanger,Tanger,Malabata,Appartement,Vente,1853397.19,42.4,1.0,1.0,5.0,
ANO001253,2023-05-13,Beau Appartement Rabat,Rabat,,Appartement,,30000.0,136.05,2.0,1.0,4.0,2004.0
ANO001165,2023-08-14,Appartement à vente - Tétouan,TÉTOUAN,M'diq,Appartement,Vente,2198479.67,71.62,3.0,2.0,4.0,2014.0
ANO000646,2024-02-16,Appartement moderne Marrakech,Marrakech,Medina,Appartement,Vente,1398811.87,91.34,4.0,3.0,1.0,2013.0
ANO000116,2024-12-02,Appartement moderne Meknès,Meknès,Ville Nouvelle,Appartement,Vente,577845.99,48.8,2.0,2.0,7.0,1998.0
ANO001358,2024-05-07,Villa moderne Casablanca,Casablanca,Ain Diab,Villa,Location,7390.54,126.99,4.0,2.0,0.0,1997.0
ANO000491,2024-02-28,Beau Villa Oujda,Oujda,,Villa,Vente,7794947.23,201.22,5.0,3.0,0.0,2008.0
ANO000188,2024-12-02,Appartement 106m² Ville Nouvelle,Fès,Ville Nouvelle,Appartement,Vente,799048.1,106.78,3.0,2.0,4.0,1995.0
ANO000727,2023-03-19,Appartement 85m² Agadir,Agadir,,Appartement,Location,11237.77,85.17,3.0,2.0,9.0,2008.0
ANO000818,2024-12-12,Beau Terrain Tétouan,Tétouan,Centre,Terrain,Vente,550453.34,291.94,0.0,0.0,0.0,2004.0
ANO001137,2023-03-20,Villa moderne Agadir,agadir,Talborjt,Villa,Location,22665.15,413.75,5.0,2.0,0.0,2004.0
ANO001272,2023-10-08,Appartement 53m² Anfa,Casablanca,Anfa,Appartement,Vente,561720.45,53.39,3.0,,1.0,1973.0
ANO000344,2024-08-05,Terrain moderne Marrakech,Marrakech,Gueliz,Terrain,Vente,493162.23,269.11,0.0,0.0,,1996.0
ANO001141,2023-03-12,Beau Appartement Kenitra,Kenitra,,Appartement,Vente,477117.47,83.07,4.0,3.0,5.0,
ANO000845,2023-10-28,Bureau moderne Meknès,Meknès,,Bureau,Location,5688.82,83.25,,0.0,7.0,2006.0
ANO001106,2024-03-18,Bureau 117m² Centre,Oujda,Centre,Bureau,Vente,1366578.42,117.84,,0.0,2.0,2002.0
ANO001385,2024-07-31,Villa moderne Casablanca,Casablanca,,Villa,Location,8972.22,190.25,5.0,2.0,0.0,2014.0
ANO000725,2024-09-18,Appartement à location - Tanger,Tanger,Malabata,Appartement,Location,2046.47,88.79,1.0,1.0,3.0,2003.0
ANO000556,2023-01-11,Appartement moderne Tanger,Tanger,Centre Ville,Appartement,Vente,547255.83,60.02,4.0,,3.0,
ANO000071,2023-06-14,Terrain à vente - Agadir,Agadir,Hay Mohammadi,Terrain,Vente,971267.15,436.27,0.0,0.0,0.0,2017.0
ANO000488,2024-08-12,Appartement moderne Casablanca,Casablanca,Anfa,Appartement,Location,1612.34,79.77,2.0,2.0,0.0,1987.0
ANO000037,2023-11-11,Bureau moderne Tétouan,Tétouan,,Bureau,Vente,1303020.16,117.02,0.0,0.0,,1994.0
ANO001161,2024-07-13,Bureau 15m² Hay Riad,Rabat,Hay Riad,Bureau,Vente,1079127.77,15.87,0.0,0.0,,
ANO000110,2023-10-21,Terrain 374m² Casablanca,Casablanca,,Terrain,Location,4150.0,374.89,0.0,0.0,0.0,2009.0
ANO001046,2023-04-13,Appartement 108m² M'diq,Tétouan,M'diq,Appartement,Location,2412.64,108.79,2.0,2.0,3.0,2001.0
ANO000480,2023-06-06,Beau Villa Casablanca,Casablanca,Ain Diab,Villa,Vente,8411018.36,289.28,5.0,2.0,0.0,
ANO000589,2024-07-04,Appartement moderne Rabat,Rabat,Agdal,Appartement,Vente,520472.5,63.92,4.0,2.0,4.0,2024.0
ANO000128,2024-12-21,Beau Duplex Agadir,Agadir,Centre,Duplex,Vente,1440364.41,43.81,2.0,2.0,0.0,2005.0
ANO000961,2024-02-01,Terrain moderne Agadir,agadir,Hay Mohammadi,Terrain,Location,514.12,45.52,0.0,,,2005.0
ANO000004,2023-06-17,Beau Villa Oujda,Oujda,,Villa,Vente,2471280.02,212.93,5.0,3.0,0.0,2006.0
ANO000173,2024-05-16,Bureau 80m² Medina,Fès,Medina,Bureau,Location,5601.47,80.9,0.0,0.0,,2001.0
ANO001395,2024-02-24,Appartement à location - Kenitra,Kenitra,Centre,Appartement,Location,1793.75,70.38,3.0,1.0,7.0,2006.0
ANO000930,2024-04-06,Villa 213m² Tétouan,Tétouan,,Villa,Location,6207.77,213.51,3.0,2.0,0.0,
ANO000563,2023-07-10,Appartement moderne Oujda,Oujda,Hay Qods,Appartement,Vente,494245.92,90.03,3.0,1.0,0.0,2012.0
ANO000572,2023-09-16,Terrain moderne Meknès,Meknès,Ville Nouvelle,Terrain,Vente,1054226.5,235.76,0.0,,0.0,2009.0
ANO000937,2024-05-12,Villa à location - Tanger,Tanger,,Villa,Location,29492.34,206.04,6.0,4.0,0.0,2009.0
ANO001374,2023-08-25,Appartement 69m² Centre,Tétouan,Centre,Appartement,Location,6336.31,69.81,3.0,1.0,2.0,
ANO000465,2023-06-03,Appartement 88m² Casablanca,Casablanca,,Appartement,Location,3166.43,88.41,1.0,1.0,6.0,1994.0
ANO001285,2024-04-15,Appartement 57m² Fès,Fès,,Appartement,Vente,705527.57,57.32,3.0,2.0,4.0,1994.0
ANO000529,2023-08-18,Beau Villa Tétouan,Tétouan,,Villa,Location,9657.63,305.45,5.0,3.0,0.0,2011.0
ANO001351,2023-12-26,Villa 264m² Hamria,Meknès,Hamria,Villa,Location,7323.89,264.5,4.0,2.0,0.0,2013.0
ANO000440,2024-03-25,Appartement 69m² Targa,Marrakech,Targa,Appartement,Location,7511.64,69.76,1.0,1.0,6.0,2008.0
ANO000154,2024-12-04,Beau Terrain Tanger,Tanger,Malabata,Terrain,Vente,440636.63,535.77,0.0,0.0,,2010.0
ANO000661,2024-01-30,Terrain moderne Meknès,Meknès,Hamria,Terrain,Vente,508502.98,134.45,0.0,0.0,,2004.0
ANO001283,2023-09-04,Duplex 126m² Kenitra,Kenitra,,Duplex,Vente,2454517.0,126.85,4.0,2.0,6.0,2008.0
ANO000751,2024-07-22,Bureau 180m² Kenitra,Kenitra,,Bureau,Location,4595.92,180.45,0.0,0.0,8.0,1998.0
ANO001043,2023-02-27,Appartement 117m² Souissi,rabat,Souissi,Appartement,Vente,320877.27,117.96,4.0,3.0,3.0,
ANO000084,2024-10-28,Beau Villa Tanger,Tanger,,Villa,Vente,6607472.57,149.13,4.0,3.0,0.0,2017.0
ANO001463,2024-09-17,Duplex moderne Marrakech,Marrakech,,Duplex,Location,5552.93,78.37,2.0,2.0,2.0,2011.0
ANO001199,2023-05-22,Beau Appartement Rabat,RABAT,Hay Riad,Appartement,Location,180.0,113.66,2.0,1.0,1.0,1985.0
ANO000756,2023-04-28,Beau Appartement Kenitra,Kenitra,Hay Essalam,Appartement,Vente,2477003.0,40.54,2.0,1.0,0.0,
ANO000089,2024-09-23,Villa moderne Agadir,Agadir,,Villa,Vente,5621147.77,150.18,6.0,3.0,,2023.0
ANO000326,2024-05-31,Appartement 73m² Centre,Agadir,Centre,Appartement,Vente,323255.11,73.69,2.0,1.0,3.0,1990.0
ANO000517,2023-05-13,Appartement à vente - Agadir,Agadir,Talborjt,Appartement,Vente,641929.63,115.67,3.0,1.0,7.0,2009.0
ANO001179,2023-03-16,Villa à location - Casablanca,Casablanca,Ain Diab,Villa,Location,36575.06,377.56,5.0,2.0,0.0,2010.0
ANO001370,2023-10-02,Beau Appartement Casablanca,Casablanca,Hay Mohammadi,Appartement,,2542633.35,79.99,,,1.0,2003.0
ANO000706,2024-04-26,Beau Appartement Meknès,Meknès,Hamria,Appartement,Location,1953.66,79.29,2.0,,4.0,2002.0
ANO000258,2024-05-23,Appartement 100m² Hay Essalam,Kenitra,Hay Essalam,Appartement,Vente,482503.99,100.81,1.0,1.0,4.0,
ANO000767,2023-12-21,Appartement moderne Marrakech,Marrakech,Gueliz,,Vente,628054.01,47.42,2.0,1.0,1.0,2018.0
ANO001175,2024-11-10,Appartement moderne Casablanca,Casa,Anfa,Appartement,,1613734.08,125.73,4.0,3.0,0.0,1991.0
ANO000716,2023-06-01,Beau Bureau Kenitra,Kenitra,Centre,Bureau,Vente,1795945.38,55.96,0.0,0.0,8.0,2003.0
ANO001054,2024-03-09,Beau Villa Rabat,Rabat,Souissi,Villa,Location,25879.11,201.48,3.0,1.0,,2006.0
ANO000990,2024-06-30,Appartement 39m² M'diq,TÉTOUAN,M'diq,Appartement,Vente,481557.84,39.48,1.0,1.0,0.0,2012.0
ANO000919,2024-12-16,Villa 213m² Talborjt,Agadir,Talborjt,Villa,Vente,2163026.22,213.87,5.0,3.0,,2011.0
ANO001402,2023-04-06,Bureau 124m² Talborjt,Agadir,Talborjt,Bureau,Location,3248.41,124.42,0.0,0.0,3.0,2004.0
ANO000559,2023-10-01,Appartement moderne Rabat,Rabat,Agdal,Appartement,Vente,743845.08,76.94,20.0,11.0,,2018.0
ANO000448,2023-06-19,Beau Villa Oujda,Oujda,Hay Qods,Villa,Vente,6004569.03,12.0,25.0,13.0,,2019.0
ANO001401,2023-11-14,Terrain à location - Tétouan,Tétouan,Centre,Terrain,Location,3492.39,169.17,0.0,0.0,0.0,
ANO000594,2023-06-25,Beau Appartement Marrakech,Marrakech,Hivernage,Appartement,Vente,466909.48,49.84,3.0,2.0,2.0,2009.0
ANO001287,2023-09-08,Beau Villa Meknès,Meknès,Ville Nouvelle,Villa,Vente,4914014.5,234.37,4.0,3.0,0.0,2006.0
ANO000021,2024-03-06,Villa moderne Meknès,Meknès,Hamria,Villa,Vente,60000000.0,235.15,5.0,3.0,0.0,2001.0
ANO001490,2023-03-03,Appartement 87m² Ville Nouvelle,Meknès,Ville Nouvelle,Appartement,Vente,600121.69,87.69,,1.0,5.0,2013.0
ANO000408,2024-05-08,Beau Bureau Casablanca,Casablanca,,Bureau,Location,5295.71,145.35,0.0,0.0,2.0,2006.0
ANO000481,2023-03-26,Bureau 166m² Marrakech,Marrakech,,Bureau,Vente,1465152.51,166.94,0.0,0.0,4.0,
ANO001094,2024-02-13,Appartement moderne Tanger,Tanger,Malabata,Appartement,Vente,616486.93,63.46,3.0,1.0,1.0,2010.0
ANO000583,2023-06-13,Appartement à vente - Tanger,Tanger,Malabata,Appartement,Vente,667023.72,97.53,3.0,2.0,7.0,
ANO000587,2023-06-24,Villa à vente - Fès,Fès,Zouagha,Villa,Vente,8418417.39,355.19,4.0,3.0,0.0,2024.0
ANO000554,2023-05-21,Beau Villa Kenitra,Kenitra,Hay Essalam,Villa,Vente,2769939.28,355.37,4.0,3.0,0.0,2009.0
ANO001316,2024-03-14,Beau Terrain Oujda,Oujda,Centre,Terrain,Vente,1074042.12,364.52,0.0,0.0,0.0,2013.0
ANO000980,2024-03-16,Appartement à vente - Rabat,Rabat,Hay Riad,Appartement,Vente,522454.16,44.01,2.0,,,1994.0
ANO000752,2023-01-21,Terrain 149m² Tanger,Tanger,,Terrain,Vente,796373.32,149.71,0.0,0.0,0.0,2012.0
ANO000780,2023-11-26,Bureau à vente - Casablanca,Casablanca,Bourgogne,Bureau,Vente,1219909.47,120.28,,0.0,2.0,1990.0
ANO000042,2023-11-02,Appartement 99m² Tétouan,Tétouan,,Appartement,Vente,381777.87,99.67,,2.0,5.0,2024.0
ANO000500,2023-02-12,Beau Terrain Tétouan,Tétouan,M'diq,Terrain,Vente,1162509.87,422.89,0.0,0.0,0.0,2014.0
ANO000062,2023-10-24,Appartement à location - Rabat,Rabat,Hay Riad,Appartement,Location,2431.59,79.41,2.0,2.0,3.0,
ANO001462,2023-07-05,Beau Villa Meknès,Meknès,Ville Nouvelle,Villa,Vente,6296875.0,201.4,4.0,3.0,0.0,
ANO000087,2024-07-03,Appartement à vente - Casablanca,Casablanca,,Appartement,Vente,603258.33,104.37,1.0,1.0,3.0,1986.0
ANO001321,2024-09-05,Beau Appartement Marrakech,Marrakech,Medina,Appartement,Location,6829.39,132.26,3.0,1.0,5.0,2010.0
ANO001461,2024-04-02,Appartement moderne Agadir,Agadir,Centre,Appartement,Vente,568855.35,89.4,,2.0,0.0,2004.0
ANO001306,2023-10-01,Villa 243m² Hay Essalam,Kenitra,Hay Essalam,Villa,Vente,2154077.62,243.01,5.0,3.0,0.0,
ANO001017,2023-06-09,Villa à vente - Fès,Fès,Ville Nouvelle,Villa,Vente,2412744.97,345.78,4.0,3.0,0.0,
ANO000528,2024-04-26,Appartement moderne Agadir,Agadir,Hay Mohammadi,Appartement,Vente,687836.48,59.6,2.0,2.0,,
ANO000200,2023-10-25,Appartement 73m² Marrakech,Marrakech,,Appartement,Vente,432548.35,73.89,4.0,2.0,2.0,
ANO001171,2024-01-13,Appartement moderne Oujda,Oujda,Hay Qods,Appartement,Vente,696498.56,63.08,3.0,1.0,3.0,2023.0
ANO000161,2023-10-20,Beau Appartement Kenitra,Kenitra,Hay Essalam,Appartement,Vente,534649.89,61.11,2.0,2.0,0.0,1997.0
ANO000682,2024-08-12,Villa moderne Casablanca,Casablanca,Bourgogne,Villa,Vente,6228532.31,184.21,5.0,3.0,0.0,2016.0
ANO000512,2023-04-28,Appartement 73m² Ain Diab,Casablanca,Ain Diab,Appartement,Vente,532287.69,73.35,1.0,1.0,9.0,1976.0
ANO000039,2023-04-18,Appartement à location - Marrakech,Marrakech,Targa,Appartement,Location,7692.22,92.54,2.0,2.0,5.0,2009.0
ANO001037,2023-03-04,Villa 100m² Marrakech,Marrakech,,Villa,Location,9701.21,100.41,5.0,3.0,,2000.0
ANO000197,2024-01-01,Beau Appartement Marrakech,Marrakech,Hivernage,Appartement,Vente,2332134.33,63.6,3.0,1.0,3.0,2010.0
ANO000121,2023-10-30,Appartement moderne Meknès,Meknès,Hamria,Appartement,Location,2449.29,123.32,2.0,2.0,0.0,2009.0
ANO000132,2024-03-15,Appartement moderne Rabat,Rabat,Agdal,Appartement,Vente,769775.05,114.49,1.0,1.0,,1992.0
ANO000463,2023-10-04,Terrain 487m² Ocean,rabat,Ocean,Terrain,Vente,1190522.39,487.38,0.0,0.0,,2000.0
ANO001398,2023-10-23,Appartement à vente - Rabat,Rabat,,Appartement,Vente,581626.1,117.1,2.0,2.0,,1963.0
ANO000113,2024-02-03,Appartement moderne Kenitra,Kenitra,,Appartement,Location,6679.2,76.97,1.0,1.0,1.0,2013.0
ANO000097,2023-09-25,Beau Duplex Meknès,Meknès,Ville Nouvelle,Duplex,Vente,1968595.12,2500.0,3.0,1.0,7.0,2008.0
ANO000309,,Appartement 46m² Centre,Oujda,Centre,Appartement,Vente,693405.6,46.92,3.0,1.0,2.0,2005.0
ANO000312,2024-01-17,Appartement à vente - Oujda,Oujda,Centre,Appartement,,286143.29,96.0,3.0,1.0,,2005.0
ANO000286,2024-02-04,Appartement à location - Rabat,Rabat,Hay Riad,Appartement,Location,1926.04,64.19,1.0,1.0,2.0,
ANO001318,2024-10-16,Appartement à vente - Marrakech,Marrakech,Medina,Appartement,Vente,1666287.28,139.6,3.0,,,2014.0
ANO000470,2023-03-08,Appartement à location - Fès,Fès,,Appartement,Location,2920.64,76.93,4.0,2.0,1.0,1996.0
ANO001229,2024-02-10,Appartement 63m² Fès,Fès,,Appartement,Vente,2241237.87,63.74,3.0,1.0,0.0,2024.0
ANO001347,2024-01-27,Appartement moderne Casablanca,Casablanca,,Appartement,Location,7964.32,67.78,2.0,2.0,,2003.0
ANO000636,2023-01-25,Villa 124m² Hay Qods,Oujda,Hay Qods,Villa,Vente,6671575.39,124.33,5.0,2.0,0.0,2000.0
ANO000120,2023-06-20,Villa moderne Tétouan,Tétouan,,Villa,Location,8222.68,275.82,3.0,1.0,0.0,2003.0
ANO000248,2023-05-29,Appartement moderne Tétouan,Tétouan,M'diq,Appartement,Vente,1488169.21,69.38,1.0,1.0,6.0,2010.0
ANO000635,2024-06-16,Beau Bureau Rabat,Rabat,Hay Riad,Bureau,Vente,1669249.86,134.79,0.0,0.0,3.0,
ANO001070,2024-10-18,Appartement 107m² Talborjt,Agadir,Talborjt,Appartement,Vente,649623.02,107.51,,1.0,6.0,
ANO001335,2024-11-16,Appartement à vente - Meknès,Meknès,,Appartement,Vente,552162.02,96.82,3.0,2.0,,1999.0
ANO000588,2023-05-03,Beau Villa Tanger,Tanger,,Villa,Vente,2571063.75,256.03,5.0,,0.0,1997.0
ANO000658,2023-07-22,Villa moderne Agadir,Agadir,Hay Mohammadi,Villa,Location,2919.22,302.47,6.0,4.0,0.0,2011.0
ANO001311,2023-09-09,Villa 372m² Kenitra,Kenitra,,Villa,Vente,2535765.59,372.24,5.0,3.0,0.0,2017.0
ANO000553,2024-08-29,Bureau à vente - Tétouan,Tétouan,,Bureau,Vente,1267384.39,172.7,0.0,,,2001.0
ANO000824,2024-06-27,Terrain 428m² Hay Mohammadi,Agadir,Hay Mohammadi,Terrain,Vente,737205.85,428.76,0.0,0.0,0.0,2024.0
ANO001029,2023-01-11,Villa moderne Oujda,Oujda,Hay Qods,Villa,Vente,5721231.37,274.8,6.0,4.0,0.0,2009.0
ANO000564,2023-01-23,Villa moderne Oujda,Oujda,Hay Qods,Villa,Vente,5611642.54,296.94,5.0,3.0,0.0,2006.0
ANO000773,2024-08-09,Beau Appartement Meknès,Meknès,,Appartement,Vente,650672.86,69.57,3.0,2.0,,2005.0
ANO000764,2024-12-29,Villa moderne Tétouan,Tétouan,M'diq,Villa,Location,11644.74,389.11,4.0,2.0,0.0,2017.0
ANO000031,2023-01-30,Appartement moderne Oujda,Oujda,Centre,Appartement,Vente,561649.31,109.22,3.0,1.0,0.0,
ANO000695,2023-05-21,Appartement 27m² Oujda,Oujda,,Appartement,Vente,376737.42,27.6,2.0,2.0,3.0,2005.0
ANO000879,2024-04-19,Villa moderne Tétouan,Tétouan,M'diq,Villa,Vente,3049978.69,335.72,5.0,2.0,0.0,2011.0
ANO000627,2023-04-18,Villa moderne Tétouan,Tétouan,M'diq,Villa,Vente,1358280.9,185.53,,3.0,0.0,2017.0
ANO000423,2023-08-19,Bureau à location - Casablanca,Casablanca,Bourgogne,Bureau,Location,4622.04,83.84,0.0,0.0,2.0,1988.0
ANO000307,2024-07-28,Villa 265m² Souissi,Rabat,Souissi,Villa,Vente,1976783.19,265.53,5.0,3.0,0.0,2016.0
ANO000055,2024-02-16,Villa moderne Meknès,Meknès,Ville Nouvelle,Villa,Vente,7737893.37,184.35,3.0,2.0,0.0,2017.0
ANO001439,2023-04-27,Appartement à vente - Oujda,Oujda,Centre,Appartement,Vente,1836276.61,110.15,3.0,1.0,4.0,2000.0
ANO001356,2023-02-03,Appartement à location - Meknès,Meknès,Ville Nouvelle,Appartement,Location,1896.22,89.73,4.0,2.0,,2012.0
ANO000679,2023-10-01,Appartement à vente - Casablanca,Casablanca,Californie,Appartement,Vente,677225.19,153.99,3.0,2.0,4.0,2005.0
ANO001172,2023-03-19,Beau Appartement Tanger,tanger,Centre Ville,Appartement,Vente,340283.62,95.87,1.0,,1.0,2013.0
ANO000044,2023-03-24,Duplex 72m² Fès,Fès,,Duplex,Vente,1497914.61,72.47,3.0,1.0,4.0,2001.0
ANO001303,2024-02-21,Appartement à vente - Tétouan,Tétouan,,Appartement,Vente,709051.85,49.83,4.0,2.0,,2014.0
ANO001195,2024-07-02,Terrain 153m² Hay Mohammadi,Agadir,Hay Mohammadi,Terrain,Vente,1376110.25,153.25,0.0,0.0,,2010.0
ANO000744,2024-08-03,Appartement à vente - Rabat,Rabat,Hay Riad,,Vente,2403005.48,67.88,2.0,1.0,3.0,2011.0
ANO000502,2024-07-28,Appartement moderne Marrakech,Marrakech,Medina,Appartement,Location,2198.38,80.75,1.0,1.0,5.0,2006.0
ANO000784,,Beau Bureau Tanger,Tanger,Malabata,Bureau,Vente,1043194.94,162.4,,0.0,2.0,2014.0
ANO000733,2023-04-30,Beau Duplex Tétouan,tétouan,,Duplex,Location,8222.13,150.96,2.0,2.0,3.0,2004.0
